User_ID,Age,City_Tier,EV_Type,Battery_Capacity_kWh,Charging_Sessions_Per_Month,Avg_Charge_Cost,Distance_Travelled_Per_Month,Income_Level,Loan_Taken,Missed_Payments_Last_6M,Tenure_Months,Charging_Location_Type,App_Usage_Score,Charger_Working_Status,Charging_Time_Minutes,High_Default_Risk,Charging_Efficiency_Index
9938,39,Tier3,4KW,13.4,32,283.71,428,Medium,0,1,12,Public,4,Working,18.7,0,100.0
9939,44,Tier5,5KW,44.8,15,485.89,627,Medium,0,4,47,Private,2,Working,69.2,0,96.64
9940,65,Tier1,5KW,29.8,10,474.86,1288,Low,1,0,30,Private,10,Not Working,108.1,1,25.02
9941,44,Tier1,2KW,29.0,31,592.3,1623,Medium,1,4,26,Public,7,Working,36.9,1,100.0
9942,31,Tier5,2KW,44.6,21,630.11,418,High,0,0,36,Highway,1,Working,80.1,0,97.58
9943,42,Tier1,2KW,33.4,11,604.77,2486,Medium,0,1,45,Public,6,Working,41.8,0,100.0
9944,35,Tier5,2KW,41.0,15,393.23,808,Medium,0,4,17,Public,5,Working,49.6,0,100.0
9945,30,Tier5,4KW,28.5,17,277.55,787,Low,0,5,37,Private,6,Not Working,91.3,1,45.85
9946,61,Tier2,4KW,43.0,20,509.97,1181,Medium,0,0,43,Private,5,Working,59.8,0,100.0
9947,47,Tier4,4KW,37.0,17,439.36,351,Low,1,0,3,Private,4,Working,46.4,1,100.0
9948,29,Tier5,2KW,39.0,12,323.79,331,Low,1,0,5,Private,9,Not Working,154.8,1,0.28
9949,48,Tier2,5KW,33.2,29,366.45,1050,Medium,0,4,24,Private,7,Working,56.1,0,100.0
9950,21,Tier5,3KW,51.3,13,442.92,1140,Medium,0,3,21,Private,4,Working,73.7,0,93.34
9951,37,Tier5,3KW,53.7,32,480.98,1321,Medium,1,0,39,Highway,8,Working,66.9,0,100.0
9952,51,Tier2,5KW,13.0,9,383.28,815,High,0,4,4,Highway,1,Working,16.5,0,100.0
9953,64,Tier1,2KW,44.3,18,448.09,1120,High,1,5,17,Highway,6,Working,78.9,0,92.54
9954,30,Tier2,2KW,24.2,25,441.25,2016,Low,1,2,32,Private,6,Not Working,81.5,1,61.5
9955,57,Tier2,4KW,40.1,15,482.98,896,High,0,2,35,Public,5,Not Working,161.3,0,0.55
9956,49,Tier1,5KW,17.2,16,332.89,489,Low,0,3,21,Private,9,Working,26.1,0,100.0
9957,38,Tier5,2KW,39.0,24,366.22,693,Medium,0,3,39,Public,3,Working,52.4,1,100.0
9958,58,Tier3,5KW,26.6,24,611.83,2412,Low,1,3,21,Highway,4,Working,46.8,1,100.0
9959,59,Tier5,5KW,30.4,14,418.91,1849,Low,0,2,34,Private,3,Working,37.3,0,100.0
9960,26,Tier2,3KW,30.7,31,507.17,407,Low,0,2,13,Highway,8,Working,46.7,0,100.0
9961,60,Tier3,2KW,27.7,5,303.84,1280,Low,1,1,21,Public,9,Working,37.7,0,94.46
9962,32,Tier4,4KW,27.9,20,592.53,560,Low,1,0,32,Highway,10,Working,43.6,0,100.0
9963,34,Tier5,2KW,31.0,11,588.19,2013,Low,1,3,17,Public,5,Working,47.1,1,99.7
9964,64,Tier3,2KW,33.5,28,485.87,2323,Low,0,5,23,Private,5,Working,52.9,1,100.0
9965,30,Tier3,5KW,38.2,20,376.32,763,Low,0,2,19,Private,4,Working,61.4,0,100.0
9966,40,Tier5,4KW,53.6,18,277.65,618,Low,0,0,22,Private,7,Working,96.4,0,82.48
9967,35,Tier2,2KW,25.5,8,722.92,1394,Medium,1,5,1,Highway,3,Not Working,92.0,1,31.08
9968,51,Tier1,2KW,36.3,7,401.34,615,High,1,1,27,Public,6,Working,51.9,0,91.14
9969,27,Tier3,4KW,42.7,34,277.96,2129,Medium,1,4,10,Public,8,Working,68.1,1,100.0
9970,61,Tier5,3KW,27.9,23,378.4,531,Low,1,2,38,Highway,4,Working,47.4,1,100.0
9971,30,Tier1,4KW,12.4,31,497.92,519,High,1,2,3,Public,8,Working,15.4,0,100.0
9972,30,Tier3,5KW,15.9,33,300.31,1119,Low,1,0,43,Highway,6,Working,28.1,1,100.0
9973,59,Tier3,3KW,12.8,27,379.15,2421,High,1,2,19,Private,10,Working,17.7,0,100.0
9974,48,Tier5,5KW,50.4,26,277.09,1703,Medium,1,4,28,Highway,3,Working,62.8,1,100.0
9975,50,Tier2,5KW,41.1,21,623.19,2025,Low,0,2,27,Highway,7,Working,67.0,0,100.0
9976,57,Tier2,2KW,42.6,16,440.06,1166,Low,0,1,7,Public,3,Working,75.7,0,90.38
9977,23,Tier3,2KW,44.8,21,275.72,2424,Low,1,1,8,Highway,1,Working,63.5,1,100.0
9978,63,Tier3,2KW,29.2,5,341.99,1724,High,1,4,45,Private,4,Working,50.6,1,82.76
9979,35,Tier5,2KW,58.0,25,372.58,862,Medium,0,1,6,Private,2,Working,87.2,0,100.0
9980,41,Tier4,2KW,38.4,5,452.76,2422,High,0,5,45,Private,10,Working,49.8,0,90.92
9981,57,Tier5,3KW,34.3,27,340.61,1825,Low,0,2,42,Highway,3,Not Working,121.0,1,42.31
9982,32,Tier5,2KW,46.1,29,406.18,830,Low,1,1,16,Highway,3,Not Working,140.2,1,38.28
9983,24,Tier5,2KW,41.7,15,373.52,619,Medium,1,5,35,Private,6,Working,62.1,0,100.0
9984,29,Tier3,2KW,48.4,7,277.6,1992,Low,0,5,15,Private,10,Working,67.9,0,84.82
9985,59,Tier5,2KW,48.9,8,340.18,583,Medium,0,1,30,Public,3,Working,83.0,0,72.12
9986,62,Tier2,3KW,31.5,11,357.41,2096,Medium,1,1,10,Private,8,Working,51.2,0,96.0
9987,48,Tier5,2KW,36.9,22,303.68,1361,Medium,0,3,21,Highway,3,Working,57.0,1,100.0
9988,43,Tier3,5KW,25.9,32,276.78,1155,Medium,0,4,29,Public,3,Working,33.9,1,100.0
9989,65,Tier5,2KW,18.7,24,378.58,416,Medium,1,1,5,Private,8,Working,29.3,0,100.0
9990,60,Tier3,5KW,43.4,11,553.76,326,Low,0,4,21,Public,2,Working,55.5,1,100.0
9991,64,Tier5,2KW,44.6,15,432.25,1685,Low,1,5,3,Public,10,Working,57.7,1,100.0
9992,42,Tier5,4KW,15.2,29,68.03,1981,High,0,3,30,Public,7,Not Working,48.2,1,85.37
9993,44,Tier5,2KW,27.8,33,571.21,2185,Medium,0,4,16,Public,2,Working,39.5,1,100.0
9994,46,Tier5,5KW,35.6,18,366.84,1228,Low,1,5,9,Private,10,Working,49.6,1,100.0
9995,50,Tier1,2KW,36.5,12,622.55,860,Medium,1,2,5,Private,9,Working,64.9,0,88.3
9996,53,Tier2,5KW,55.5,24,546.81,408,Low,0,2,4,Public,10,Working,72.9,0,100.0
9997,36,Tier5,2KW,28.7,20,413.2,2200,Medium,1,1,14,Public,3,Working,50.7,0,100.0
9998,42,Tier4,2KW,33.3,22,426.6,1085,Medium,0,2,31,Highway,9,Working,41.4,0,100.0
9999,63,Tier3,3KW,41.5,16,313.09,2257,High,1,5,20,Private,6,Working,50.2,0,100.0
10000,38,Tier3,5KW,31.5,13,528.18,871,Medium,0,3,11,Private,8,Working,38.0,0,100.0
10001,27,Tier1,5KW,30.0,24,643.99,1915,High,0,4,41,Public,4,Working,44.1,1,100.0
10002,46,Tier3,3KW,29.1,29,362.77,2375,High,1,4,45,Private,1,Working,41.7,1,100.0
10003,28,Tier3,5KW,37.3,13,377.64,1224,Low,1,5,3,Public,9,Not Working,121.7,1,23.9
10004,26,Tier2,5KW,33.2,25,686.83,2197,Low,1,5,43,Private,7,Working,58.0,1,100.0
10005,50,Tier1,4KW,41.8,17,460.36,1326,High,0,3,6,Highway,8,Not Working,135.8,1,22.15
10006,59,Tier3,4KW,38.6,10,267.12,2466,Low,1,5,34,Highway,1,Working,60.5,1,90.38
10007,43,Tier3,2KW,5.8,26,286.34,2290,Medium,0,2,39,Public,8,Working,7.9,0,100.0
10008,52,Tier2,3KW,17.5,32,654.51,814,Low,0,5,37,Highway,10,Working,21.1,1,100.0
10009,42,Tier3,5KW,30.0,34,506.84,2163,Medium,0,3,4,Public,6,Working,46.5,0,100.0
10010,62,Tier5,3KW,44.8,9,323.97,1738,Low,1,5,47,Public,1,Working,67.4,1,86.44
10011,63,Tier3,5KW,28.5,14,490.48,390,Medium,0,2,18,Public,5,Working,50.7,0,100.0
10012,65,Tier5,5KW,38.7,27,350.14,347,Medium,0,4,16,Highway,6,Working,47.4,0,100.0
10013,29,Tier5,5KW,41.0,15,219.59,2092,Medium,1,3,35,Public,4,Working,57.0,1,100.0
10014,51,Tier1,2KW,40.4,18,408.54,764,Medium,0,2,10,Private,3,Working,62.7,0,100.0
10015,27,Tier1,2KW,29.5,27,448.95,651,Medium,0,3,47,Public,3,Working,48.2,1,100.0
10016,29,Tier3,2KW,23.5,20,261.95,1059,Medium,1,5,47,Private,5,Working,34.3,0,100.0
10017,33,Tier3,5KW,21.9,11,299.17,2083,Medium,1,2,1,Public,6,Working,38.0,0,100.0
10018,23,Tier3,2KW,64.7,32,329.79,1488,High,0,4,44,Highway,3,Working,93.8,1,100.0
10019,55,Tier2,2KW,39.6,26,425.48,896,Low,1,2,36,Public,3,Working,50.1,1,100.0
10020,53,Tier4,2KW,53.4,33,465.44,1792,Low,0,5,37,Private,7,Working,77.4,1,100.0
10021,41,Tier1,2KW,26.7,22,276.85,2288,High,0,0,47,Highway,6,Working,41.5,0,100.0
10022,51,Tier5,2KW,47.5,12,380.15,2189,Low,0,3,11,Private,8,Working,80.8,0,81.2
10023,54,Tier2,2KW,30.2,31,393.52,1379,Low,0,0,3,Highway,9,Working,36.7,0,100.0
10024,52,Tier5,2KW,34.7,18,241.49,2164,High,0,2,39,Private,10,Working,55.5,0,100.0
10025,55,Tier1,5KW,32.1,14,476.98,2209,Low,1,3,22,Public,7,Not Working,123.6,1,21.06
10026,35,Tier2,4KW,26.2,18,521.62,1230,High,0,1,32,Public,10,Not Working,101.1,0,39.1
10027,52,Tier2,5KW,26.4,24,487.43,1570,High,1,4,36,Public,1,Working,33.1,1,100.0
10028,26,Tier5,3KW,34.6,31,291.4,987,High,0,3,40,Highway,1,Working,44.4,1,100.0
10029,65,Tier1,5KW,29.1,26,521.75,1145,Low,0,3,5,Private,1,Working,37.7,1,100.0
10030,41,Tier4,5KW,36.3,17,437.85,641,Low,0,2,3,Highway,3,Working,62.8,0,100.0
10031,53,Tier5,5KW,26.6,27,567.9,2132,High,0,0,42,Highway,5,Working,33.5,0,100.0
10032,52,Tier4,2KW,42.1,21,507.39,418,Medium,0,1,7,Public,10,Working,52.4,0,100.0
10033,39,Tier3,5KW,30.4,10,487.46,1270,Medium,0,4,26,Public,10,Working,45.4,0,98.92
10034,53,Tier5,2KW,51.4,19,416.15,1895,Low,0,0,15,Highway,9,Not Working,207.0,1,0.0
10035,48,Tier5,2KW,34.5,12,564.74,585,Low,0,4,8,Public,1,Working,49.1,1,100.0
10036,51,Tier3,2KW,34.0,9,312.79,1807,Medium,1,5,31,Highway,8,Working,59.8,0,85.4
10037,41,Tier3,4KW,51.0,34,298.33,1842,Medium,1,4,43,Highway,2,Working,84.6,1,100.0
10038,54,Tier5,4KW,30.0,12,779.04,367,Medium,0,0,37,Private,1,Working,42.7,0,100.0
10039,35,Tier5,2KW,30.9,26,216.89,974,Medium,0,1,46,Public,2,Working,41.1,0,100.0
10040,34,Tier3,5KW,28.0,27,307.04,1648,Low,0,2,19,Highway,9,Working,34.4,0,100.0
10041,39,Tier5,3KW,37.0,13,546.45,2339,Medium,0,1,45,Highway,4,Working,55.0,0,100.0
10042,63,Tier2,2KW,27.6,11,254.75,2175,Medium,0,2,10,Public,10,Working,37.8,0,100.0
10043,35,Tier3,3KW,42.8,22,538.38,1822,Low,0,5,12,Private,3,Working,60.1,1,100.0
10044,26,Tier1,4KW,34.5,18,597.22,1050,Low,0,2,13,Public,8,Not Working,110.9,1,36.89
10045,29,Tier2,2KW,43.4,12,611.53,2025,High,1,0,4,Private,1,Not Working,155.1,1,2.53
10046,57,Tier4,2KW,42.3,5,458.01,1084,Medium,0,5,38,Public,8,Working,69.8,0,74.04
10047,40,Tier3,5KW,29.9,21,309.25,2282,Medium,1,0,37,Private,3,Working,47.8,1,100.0
10048,54,Tier2,5KW,27.6,30,340.27,1290,Medium,0,4,20,Private,10,Working,37.3,0,100.0
10049,58,Tier3,2KW,31.7,10,601.81,2285,High,1,3,35,Highway,6,Working,43.4,0,100.0
10050,46,Tier3,4KW,35.1,18,226.09,1591,Medium,1,4,22,Private,6,Working,57.4,0,100.0
10051,38,Tier5,2KW,38.3,28,548.8,1785,High,1,5,28,Highway,4,Not Working,146.7,1,27.96
10052,48,Tier5,4KW,39.5,30,257.04,2372,High,0,2,14,Highway,4,Working,55.2,0,100.0
10053,29,Tier3,3KW,34.7,21,438.58,1601,Medium,0,5,34,Private,8,Working,44.1,0,100.0
10054,52,Tier5,2KW,28.2,21,375.25,2102,Medium,0,4,39,Highway,10,Working,48.5,0,100.0
10055,26,Tier2,2KW,29.1,16,396.83,424,High,0,2,13,Highway,8,Working,49.3,0,100.0
10056,34,Tier4,2KW,40.2,25,610.98,2463,Medium,1,2,21,Private,8,Working,65.3,0,100.0
10057,48,Tier5,3KW,28.5,20,385.32,419,Medium,1,0,11,Highway,8,Working,45.2,0,100.0
10058,44,Tier3,5KW,40.6,7,575.14,707,Low,1,4,34,Public,7,Working,54.8,1,91.68
10059,33,Tier4,5KW,40.9,30,363.63,1642,Low,1,1,47,Public,9,Working,54.2,1,100.0
10060,63,Tier2,5KW,50.3,30,481.46,1713,Medium,0,4,37,Private,3,Not Working,171.3,1,20.26
10061,32,Tier2,5KW,30.2,21,434.73,1017,High,0,5,31,Public,3,Not Working,107.4,1,41.13
10062,39,Tier3,2KW,31.7,6,285.24,676,Medium,0,1,19,Private,5,Working,38.8,0,98.56
10063,41,Tier5,5KW,11.9,17,287.96,1450,High,1,5,23,Public,8,Working,20.6,0,100.0
10064,47,Tier3,2KW,25.6,18,418.48,1248,Low,0,1,24,Public,8,Working,33.2,0,100.0
10065,39,Tier5,5KW,25.4,8,402.76,539,Medium,0,4,39,Public,6,Working,36.0,0,100.0
10066,44,Tier5,5KW,40.1,34,531.19,2282,Low,0,3,4,Private,5,Not Working,114.8,1,59.7
10067,46,Tier2,3KW,53.1,28,227.39,972,Medium,1,0,31,Highway,4,Working,70.0,1,100.0
10068,65,Tier3,3KW,40.8,10,350.55,650,High,1,3,43,Highway,4,Not Working,135.6,1,11.93
10069,48,Tier4,2KW,44.9,24,501.66,1797,Low,0,4,18,Highway,5,Not Working,149.2,1,24.3
10070,38,Tier3,2KW,27.9,27,420.1,2084,Low,0,1,45,Public,3,Working,44.7,1,100.0
10071,64,Tier1,5KW,23.0,13,275.43,1545,Medium,0,1,10,Private,2,Working,38.1,0,100.0
10072,56,Tier5,5KW,32.6,18,493.21,1077,Medium,1,4,29,Highway,10,Working,54.8,0,100.0
10073,62,Tier5,2KW,28.8,26,551.85,1549,Medium,1,2,36,Private,7,Working,36.5,0,100.0
10074,49,Tier3,2KW,26.4,21,330.27,849,Low,0,2,27,Highway,3,Working,39.1,1,100.0
10075,37,Tier4,2KW,37.2,12,566.02,905,Medium,1,4,42,Private,6,Working,63.4,0,90.36
10076,24,Tier1,5KW,23.1,23,378.46,665,Low,0,2,10,Public,3,Working,40.7,1,100.0
10077,64,Tier3,5KW,43.3,25,407.24,1522,High,0,1,37,Public,3,Working,60.6,0,100.0
10078,65,Tier5,4KW,31.0,6,386.07,2165,Low,1,3,16,Public,2,Working,54.6,1,82.2
10079,49,Tier5,4KW,34.5,21,571.69,1245,Low,1,0,28,Highway,10,Working,42.5,1,100.0
10080,24,Tier2,5KW,36.0,11,430.43,1330,Medium,0,1,23,Public,2,Working,56.3,0,94.5
10081,30,Tier3,2KW,30.3,7,542.77,1268,Low,1,0,33,Public,8,Working,53.8,0,84.44
10082,45,Tier4,5KW,47.7,8,391.74,2481,Low,0,3,7,Private,2,Working,67.9,1,86.26
10083,51,Tier2,4KW,18.9,22,493.1,559,Low,0,3,7,Private,2,Working,29.4,1,100.0
10084,23,Tier1,2KW,47.8,18,319.51,970,High,0,2,23,Highway,6,Not Working,194.2,0,0.0
10085,22,Tier3,2KW,31.5,24,570.14,1929,Medium,1,1,3,Highway,4,Working,52.7,1,100.0
10086,45,Tier4,4KW,44.2,32,413.2,755,Low,0,0,8,Highway,8,Working,71.4,0,100.0
10087,26,Tier1,2KW,37.0,17,599.9,1268,High,1,5,26,Highway,1,Working,60.0,1,100.0
10088,46,Tier1,4KW,43.5,29,443.72,871,High,1,2,38,Private,2,Not Working,169.5,1,16.31
10089,28,Tier2,5KW,33.8,29,461.48,2072,Low,0,4,16,Public,7,Working,43.9,1,100.0
10090,55,Tier2,5KW,37.4,21,724.38,1145,Medium,0,0,6,Private,10,Working,46.6,0,100.0
10091,47,Tier3,4KW,46.0,16,539.45,1012,High,0,3,22,Highway,4,Working,77.9,0,90.9
10092,45,Tier2,4KW,36.0,11,473.34,907,Medium,0,0,35,Highway,3,Working,62.9,0,87.9
10093,38,Tier2,2KW,48.3,7,303.7,1743,Low,0,3,32,Private,4,Working,60.7,1,91.94
10094,21,Tier5,3KW,38.5,9,359.37,2039,Low,1,3,32,Private,1,Working,53.5,1,95.3
10095,59,Tier1,2KW,27.7,25,544.25,309,Low,1,3,25,Highway,2,Working,39.3,1,100.0
10096,23,Tier3,5KW,31.5,24,410.1,797,Medium,0,2,19,Highway,7,Working,53.0,0,100.0
10097,24,Tier5,5KW,43.9,5,425.15,470,Medium,0,0,42,Highway,2,Working,57.1,0,88.02
10098,61,Tier4,2KW,22.6,18,320.14,1392,Medium,1,4,6,Private,3,Not Working,92.1,1,43.39
10099,57,Tier5,5KW,42.9,31,498.6,964,Low,0,2,24,Public,3,Working,75.1,1,100.0
10100,35,Tier3,5KW,31.3,13,462.5,780,High,0,1,44,Highway,7,Working,49.0,0,100.0
10101,28,Tier1,5KW,22.1,25,535.55,620,Medium,0,3,28,Private,3,Working,30.4,1,100.0
10102,58,Tier4,3KW,37.1,31,598.55,2448,Medium,0,5,4,Highway,7,Working,64.8,0,100.0
10103,39,Tier4,5KW,28.0,19,503.84,732,High,0,5,22,Private,9,Working,43.1,0,100.0
10104,46,Tier1,4KW,29.3,6,309.26,2275,Medium,0,0,16,Highway,3,Working,39.0,0,96.44
10105,59,Tier3,2KW,28.7,22,268.56,2073,Low,1,4,11,Highway,1,Working,36.9,1,100.0
10106,30,Tier5,2KW,36.1,8,537.69,1639,Low,0,3,2,Private,8,Not Working,114.5,1,21.27
10107,58,Tier2,2KW,31.1,6,464.41,2478,High,1,2,44,Public,5,Working,42.1,0,94.78
10108,34,Tier3,2KW,38.9,34,660.15,2165,Medium,1,1,34,Highway,4,Working,60.1,1,100.0
10109,61,Tier3,2KW,45.1,17,452.99,525,Low,1,1,15,Private,9,Working,72.8,0,97.28
10110,39,Tier5,5KW,40.4,25,242.71,929,High,0,2,28,Private,4,Working,54.1,0,100.0
10111,50,Tier5,5KW,53.1,22,298.1,2343,Medium,0,3,35,Highway,5,Not Working,168.5,1,12.59
10112,25,Tier5,5KW,55.5,24,359.98,1308,High,1,0,13,Private,10,Working,78.6,0,100.0
10113,51,Tier3,2KW,32.1,8,658.96,422,High,1,5,23,Public,2,Working,52.8,1,88.88
10114,27,Tier1,5KW,23.5,7,590.26,996,Low,0,0,17,Highway,10,Working,42.0,0,90.8
10115,39,Tier2,4KW,32.1,30,385.67,2408,Low,1,3,19,Public,6,Working,49.5,1,100.0
10116,51,Tier4,3KW,36.2,11,426.76,1922,Low,1,1,1,Private,4,Not Working,150.1,1,0.6
10117,59,Tier5,4KW,57.3,6,286.51,717,Medium,1,2,9,Private,1,Working,81.5,0,76.34
10118,44,Tier5,5KW,31.3,18,282.36,1964,Low,1,5,19,Private,3,Working,53.6,1,100.0
10119,54,Tier3,2KW,37.8,9,584.26,2180,Medium,1,1,39,Public,7,Working,47.8,0,100.0
10120,43,Tier4,5KW,28.2,6,562.91,1292,High,0,2,44,Highway,7,Not Working,112.0,0,15.79
10121,65,Tier3,5KW,31.5,13,416.88,714,Low,1,4,24,Private,3,Working,50.2,1,100.0
10122,60,Tier1,5KW,22.9,20,671.17,1912,Low,0,0,3,Highway,3,Working,34.7,0,100.0
10123,26,Tier3,5KW,20.4,32,502.12,544,Medium,1,0,23,Private,5,Working,30.1,0,100.0
10124,58,Tier3,4KW,48.6,26,475.41,350,High,0,2,31,Private,1,Working,82.7,0,100.0
10125,61,Tier5,5KW,45.7,32,476.11,2445,Medium,1,3,9,Public,6,Working,72.9,1,100.0
10126,56,Tier3,5KW,31.3,34,322.59,1686,Medium,0,0,17,Private,3,Working,37.7,0,100.0
10127,47,Tier5,5KW,45.6,12,563.32,1970,Low,0,2,29,Public,7,Working,76.6,0,83.88
10128,31,Tier3,5KW,21.9,10,564.23,1063,Medium,0,2,37,Public,5,Working,34.3,0,100.0
10129,25,Tier2,5KW,33.3,7,478.87,728,High,0,1,8,Private,5,Not Working,125.3,0,10.74
10130,37,Tier1,2KW,36.7,11,315.8,1192,Medium,0,0,8,Public,4,Working,52.4,0,98.96
10131,27,Tier1,5KW,47.7,22,580.7,2365,High,0,0,11,Private,10,Working,79.4,0,100.0
10132,47,Tier3,2KW,37.0,20,233.96,1166,High,0,3,9,Private,2,Not Working,151.3,1,12.81
10133,35,Tier1,4KW,40.4,8,357.13,1418,High,0,1,11,Highway,2,Working,55.2,0,93.12
10134,33,Tier3,3KW,30.3,30,519.63,1324,Low,1,4,3,Private,1,Working,39.3,1,100.0
10135,31,Tier5,2KW,37.6,25,401.01,1577,Medium,1,2,19,Public,9,Working,59.1,0,100.0
10136,65,Tier4,2KW,47.6,8,331.23,859,Medium,1,1,34,Private,5,Working,61.6,0,92.48
10137,46,Tier5,5KW,18.8,20,616.1,357,Medium,1,0,2,Private,7,Working,28.4,0,100.0
10138,42,Tier1,5KW,46.4,22,586.01,594,Medium,1,2,28,Highway,8,Working,66.6,0,100.0
10139,48,Tier3,4KW,32.9,6,577.97,811,Medium,1,2,20,Private,3,Not Working,104.5,1,23.67
10140,44,Tier2,4KW,20.9,26,489.85,2486,Low,1,5,23,Public,10,Working,29.6,1,100.0
10141,49,Tier5,5KW,32.3,31,454.18,1350,Low,0,1,15,Public,8,Working,39.4,0,100.0
10142,29,Tier1,2KW,47.9,16,658.55,621,Low,0,4,33,Highway,2,Working,82.8,1,87.52
10143,62,Tier3,4KW,30.2,13,622.23,1948,Low,1,4,11,Highway,1,Working,41.1,1,100.0
10144,24,Tier3,4KW,38.0,11,439.89,2057,Low,0,0,26,Public,1,Working,61.1,0,91.3
10145,38,Tier3,5KW,18.9,12,775.35,1078,Low,0,1,38,Public,7,Working,24.8,0,100.0
10146,63,Tier5,2KW,16.7,10,434.99,426,Medium,1,5,18,Highway,9,Working,25.9,0,100.0
10147,36,Tier2,5KW,24.2,16,496.26,894,Medium,1,5,2,Highway,6,Working,38.2,0,100.0
10148,53,Tier3,2KW,45.1,33,616.86,916,Medium,0,1,31,Public,9,Not Working,159.2,1,30.02
10149,49,Tier5,2KW,34.5,12,494.59,1893,Low,0,1,22,Public,9,Working,45.6,0,100.0
10150,59,Tier3,2KW,46.0,14,418.28,2260,Medium,0,4,22,Public,2,Working,59.4,0,100.0
10151,30,Tier3,3KW,46.6,8,495.8,1246,High,1,4,10,Public,4,Not Working,158.1,1,0.0
10152,29,Tier1,4KW,27.4,14,449.37,1992,Medium,1,5,44,Public,3,Working,46.7,1,100.0
10153,51,Tier5,4KW,50.7,11,194.34,339,Low,0,1,38,Highway,6,Working,69.6,0,92.96
10154,48,Tier5,2KW,29.6,23,570.41,723,Low,1,3,1,Private,7,Working,36.5,1,100.0
10155,23,Tier4,4KW,45.0,7,375.31,1057,Medium,0,1,14,Private,6,Working,76.0,0,74.0
10156,34,Tier5,5KW,44.6,16,311.93,1120,Medium,1,5,2,Public,4,Not Working,138.4,1,20.5
10157,45,Tier3,5KW,35.7,23,594.59,2293,Low,0,3,2,Highway,9,Working,58.5,1,100.0
10158,35,Tier2,5KW,35.7,34,495.38,1775,Low,0,2,7,Private,6,Working,56.9,0,100.0
10159,22,Tier1,5KW,38.2,14,531.55,408,Medium,0,1,3,Public,9,Not Working,126.2,0,22.65
10160,44,Tier4,4KW,36.2,25,434.84,2495,Low,0,4,43,Highway,9,Working,49.2,1,100.0
10161,34,Tier3,2KW,31.1,10,476.91,1239,Medium,0,2,9,Public,7,Working,55.8,0,89.08
10162,27,Tier5,2KW,30.2,24,413.91,1093,Low,0,1,22,Highway,6,Working,44.0,0,100.0
10163,56,Tier4,2KW,31.2,19,346.64,2329,Medium,1,2,22,Public,10,Not Working,88.6,0,52.05
10164,44,Tier5,4KW,47.2,25,532.24,546,Medium,1,5,21,Private,4,Working,79.9,1,100.0
10165,47,Tier3,5KW,19.1,23,478.55,1713,Low,0,1,40,Public,9,Working,24.3,0,100.0
10166,57,Tier3,5KW,30.0,15,656.58,2149,Medium,0,0,36,Public,4,Working,41.8,0,100.0
10167,58,Tier2,2KW,31.7,12,181.72,1832,Medium,0,0,16,Public,4,Working,52.7,0,96.66
10168,50,Tier3,4KW,32.7,14,591.46,331,Medium,1,1,44,Public,4,Working,47.9,0,100.0
10169,47,Tier5,4KW,38.0,26,403.45,949,Medium,0,2,39,Highway,2,Working,47.2,0,100.0
10170,59,Tier1,5KW,21.5,18,392.04,1284,High,0,5,22,Public,10,Working,35.2,0,100.0
10171,35,Tier5,2KW,45.3,24,520.13,1885,Medium,0,0,35,Private,9,Working,66.6,0,100.0
10172,46,Tier5,3KW,43.9,18,343.41,1616,Low,0,5,14,Public,1,Working,54.6,1,100.0
10173,21,Tier3,5KW,41.7,19,396.05,858,Medium,1,5,36,Public,8,Working,73.9,0,97.46
10174,24,Tier2,5KW,32.9,16,521.34,975,Medium,1,1,40,Highway,3,Working,46.6,0,100.0
10175,49,Tier2,2KW,27.6,21,385.79,1775,Low,1,0,25,Private,10,Working,40.4,1,100.0
10176,21,Tier2,2KW,31.7,14,365.31,2214,Low,1,0,39,Highway,8,Not Working,93.0,1,42.25
10177,63,Tier1,4KW,35.6,16,365.05,2033,Low,1,1,11,Highway,5,Not Working,128.7,1,22.25
10178,42,Tier3,5KW,41.7,33,492.1,1023,Low,1,1,34,Public,3,Working,56.8,1,100.0
10179,31,Tier1,2KW,34.2,23,305.44,1606,Low,0,3,37,Highway,9,Working,43.0,1,100.0
10180,30,Tier5,5KW,38.6,33,540.68,2407,Medium,1,1,6,Highway,1,Working,69.0,1,100.0
10181,37,Tier3,2KW,30.7,12,703.87,1394,High,1,5,20,Highway,1,Working,49.1,1,99.46
10182,56,Tier1,4KW,37.9,34,450.4,980,High,1,0,37,Public,2,Working,56.3,1,100.0
10183,46,Tier3,5KW,32.5,31,502.23,891,High,0,4,30,Public,6,Working,43.4,0,100.0
10184,41,Tier5,2KW,37.7,20,481.77,1226,Low,0,1,34,Private,4,Not Working,152.0,1,12.71
10185,33,Tier4,2KW,17.3,22,337.95,774,Low,0,1,42,Public,9,Working,29.9,0,100.0
10186,29,Tier3,3KW,39.9,24,487.97,802,Low,0,3,47,Highway,3,Working,67.9,1,100.0
10187,31,Tier5,5KW,40.4,31,476.68,911,Medium,1,3,15,Private,2,Not Working,139.1,1,38.65
10188,31,Tier5,2KW,40.3,14,662.63,1992,Low,1,1,30,Public,3,Working,54.7,1,100.0
10189,26,Tier5,4KW,25.1,25,479.74,707,Medium,1,2,2,Highway,4,Working,42.9,1,100.0
10190,21,Tier2,4KW,27.9,15,599.03,841,Medium,1,3,27,Highway,8,Working,37.6,0,100.0
